indicatorId,name,theme,lastDataUpdate,lastDataUpdateDescription,dataAvailability.totalRecordCount,dataAvailability.timeLine.min,dataAvailability.timeLine.max,dataAvailability.geoUnits.types,disaggregations,glossaryTerms
220174,Total number of indoor cinemas,CULTURE,2025-02-23,February 2025 Data Release,899,1995,2017,NATIONAL,,3161
